loan_id,source,financial_institution,interest_rate,unpaid_principal_bal,Loan_term,origination_date,first_payment_date,loan_to_value,number_of_borrowers,debt_to_income_ratio,borrower_credit_score,loan_purpose,insurance_percent,co-borrower_credit_score,insurance_type,Occupation ,Borrower_State,EducationLevel,MaritalStatus,Age,Gender,EmploymentStatus,NumberOfDependents,Annual Income,current_month,total_on_time_payments,total_late_payments,avg_payment_delay,current_dpd,mx
1.25E+11,Z,Edwards-Hoffman,3,399000,6,01/02/12,May-12,71,2,31,793,A23,0,756,0,Assistant Engineer,NY,Master's,Divorced,47,Male,Employed,5,12870.96774,10,6,6,14.333333333333334,20,0
5.19E+11,X,Browning-Hart,4.5,195000,24,01/01/12,Mar-12,78,2,27,781,B12,0,788,0,Cashier,MI,High School,Married,32,Female,Self-Employed,4,7222.222222,22,14,10,13.5,12,0
7.55E+11,Z,OTHER,3.375,205000,6,01/01/12,Mar-12,52,2,41,780,B12,0,790,0,Recruiter,AR,High School,Divorced,52,Female,Self-Employed,2,5000,24,16,9,11.88888888888889,,1
3.44E+11,X,OTHER,4.125,417000,36,01/01/12,Mar-12,64,2,7,740,C86,0,745,0,FABRICATOR,CA,Bachelor's,Married,55,Other,Self-Employed,4,59571.42857,7,7,2,9,,1
2.01E+11,Y,Browning-Hart,4.25,315000,36,01/01/12,Mar-12,49,2,35,773,B12,0,766,0,Director QA and Release Management,AL,Master's,Married,28,Male,Employed,1,9000,7,7,2,15,,1
8.61E+11,Y,"Turner, Baldwin and Rhodes",3.875,192000,36,01/03/12,May-12,80,2,14,805,B12,0,805,0,Machinist,MD,Master's,Married,34,Other,Self-Employed,0,13714.28571,11,10,3,11.333333333333334,,1
6.87E+11,X,OTHER,3.99,417000,12,01/01/12,Mar-12,80,2,25,791,A23,0,772,0,Engineer,MA,PhD,Married,32,Female,Self-Employed,2,16680,3,4,1,16,,1
4.16E+11,Z,"Miller, Mcclure and Allen",3.125,385000,36,01/02/12,Apr-12,70,2,40,787,A23,0,791,0,Supervisor,FL,Doctorate,Divorced,27,Female,Self-Employed,0,9625,0,1,1,15,0,0
7.95E+11,X,OTHER,4.75,92000,24,01/01/12,Mar-12,80,1,26,794,C86,0,0,0,technition,KY,PhD,Single,52,Female,Employed,1,3538.461538,16,11,7,12.857142857142858,7,0
2.16E+11,X,OTHER,3.25,184000,6,01/02/12,Apr-12,34,2,14,722,A23,0,807,0,Office Engineer,NY,Bachelor's,Married,38,Female,Self-Employed,3,13142.85714,3,4,1,15,,0
8.09E+11,Y,Browning-Hart,3.875,111000,36,01/01/12,Mar-12,91,1,45,784,A23,30,0,0,Special Events Supervisor,TN,Bachelor's,Married,59,Male,Employed,0,2466.666667,15,14,3,15.666666666666666,,1
1.36E+11,X,OTHER,4.125,76000,6,01/01/12,Mar-12,64,1,26,802,B12,0,0,0,pilot,IL,PhD,Single,35,Female,Self-Employed,3,2923.076923,20,16,6,13.333333333333334,,0
7.97E+11,Y,OTHER,4,296000,6,01/01/12,Mar-12,95,2,37,726,C86,30,757,0,Inside Sales,IL,Master's,Single,64,Female,Self-Employed,1,8000,24,16,9,11.444444444444445,,1
3.46E+11,X,OTHER,3.875,248000,30,01/02/12,Apr-12,75,2,11,797,B12,0,806,0,Engineer VP,CO,High School,Single,48,Female,Self-Employed,2,22545.45455,21,16,7,13.857142857142858,,0
4.35E+11,X,OTHER,4,202000,18,01/03/12,May-12,79,2,19,816,A23,0,799,0,IT Application Support ,MS,High School,Single,49,Female,Self-Employed,0,10631.57895,10,10,2,8.5,,1
6.67E+11,X,OTHER,4.25,148000,24,01/03/12,May-12,51,1,27,659,A23,0,0,0,RN,CA,PhD,Married,39,Male,Employed,1,5481.481481,0,1,1,20,0,0
5.33E+11,Y,Browning-Hart,3.875,156000,30,01/02/12,Apr-12,74,1,29,808,A23,0,0,0,Process pilot,CO,Master's,Single,36,Female,Self-Employed,2,5379.310345,18,13,7,10.142857142857142,10,1
8.64E+11,X,OTHER,4.375,353000,30,01/01/12,Mar-12,75,2,47,788,C86,0,794,0,Business Engineer,FL,High School,Married,63,Male,Employed,5,7510.638298,1,3,0,0,,1
4.68E+11,X,OTHER,4,235000,6,01/02/12,Apr-12,73,1,36,734,B12,0,0,0,Process pilot ,OR,Doctorate,Divorced,65,Male,Employed,1,6527.777778,18,13,7,14.142857142857142,15,1
5.1E+11,X,OTHER,3.875,175000,6,01/02/12,Apr-12,45,2,35,763,A23,0,777,0,Legal Secretary,CA,Doctorate,Married,55,Other,Self-Employed,0,5000,24,20,5,14.4,,1
6.08E+11,X,OTHER,3.875,123000,12,01/01/12,Mar-12,80,1,38,740,A23,0,0,0,Teacher,CA,Bachelor's,Married,44,Female,Employed,0,3236.842105,22,14,10,10.8,,1
8.33E+11,X,OTHER,3.125,165000,12,01/03/12,May-12,48,1,29,767,A23,0,0,0,Faculty,FL,Bachelor's,Single,36,Female,Self-Employed,3,5689.655172,18,11,9,12.444444444444445,8,1
9.82E+11,Y,Browning-Hart,4.125,399000,18,01/02/12,Apr-12,90,2,38,694,A23,12,697,0,Senior Staff Physical Therapist,MD,High School,Divorced,32,Female,Self-Employed,1,10500,15,13,4,12.25,,0
6.33E+11,X,Browning-Hart,3.5,154000,6,01/01/12,Mar-12,57,1,38,765,A23,0,0,0,Process Control pilot,RI,High School,Married,38,Male,Employed,0,4052.631579,11,7,6,12.5,,0
5.51E+11,Y,"Cole, Brooks and Vincent",3.375,118000,6,01/01/12,Mar-12,54,1,45,793,B12,0,0,0,Teacher,CA,Doctorate,Single,18,Male,Employed,4,2622.222222,11,8,5,14,,0
4.96E+11,X,Nicholson Group,3.375,261000,6,01/01/12,Mar-12,27,2,31,778,A23,0,778,0,HR supervisor,TX,Master's,Divorced,18,Female,Self-Employed,0,8419.354839,14,14,2,12,,1
3.74E+11,Y,"Martinez, Duffy and Bird",3.25,140000,24,01/02/12,Apr-12,50,2,17,810,A23,0,673,0,phlebotomy  coordinator,WI,Master's,Single,40,Female,Self-Employed,1,8235.294118,5,4,3,14.666666666666666,19,1
7.41E+11,Y,"Swanson, Newton and Miller",4.25,299000,36,01/02/12,Apr-12,70,2,32,726,B12,0,730,0,Executive Administrator,NY,PhD,Married,37,Other,Self-Employed,2,9343.75,19,11,10,12.6,20,0
1.21E+11,Y,Edwards-Hoffman,4,128000,36,01/02/12,Apr-12,43,2,22,774,A23,0,823,0,Director of Occupational Medicine,CA,PhD,Married,33,Male,Employed,0,5818.181818,5,7,0,0,,1
3.8E+11,Y,OTHER,3.75,238000,24,01/01/12,Mar-12,77,2,32,760,A23,0,801,0,Shipping receiving,AZ,PhD,Divorced,36,Female,Self-Employed,4,7437.5,24,18,7,11.142857142857142,,1
3.39E+11,X,OTHER,3.875,84000,12,01/03/12,May-12,95,2,39,809,A23,30,784,0,pilot,GA,High School,Single,40,Female,Self-Employed,2,2153.846154,8,8,2,12.5,16,1
9.28E+11,Z,OTHER,4.5,75000,36,01/01/12,Mar-12,77,1,17,669,B12,0,0,0,RN,CO,PhD,Single,18,Female,Employed,0,4411.764706,20,14,8,12.125,,0
4.01E+11,Z,Browning-Hart,4,540000,30,01/03/12,May-12,58,1,35,803,A23,0,0,0,Store Engineer,MI,PhD,Married,31,Male,Employed,4,15428.57143,16,12,6,12.333333333333334,17,1
3.01E+11,X,OTHER,3.75,207000,36,01/01/12,Mar-12,62,2,31,706,B12,0,655,0,pilot,NC,Master's,Married,57,Male,Employed,0,6677.419355,14,12,4,9.75,6,0
4.14E+11,Y,Browning-Hart,4.75,60000,12,01/01/12,Mar-12,67,1,43,738,C86,0,0,0,Underground Cable Splicer,OH,Master's,Married,51,Female,Self-Employed,1,1395.348837,21,15,8,11.875,5,0
3.09E+11,X,OTHER,3.875,140000,6,01/01/12,Mar-12,80,1,43,717,A23,0,0,0,Policeman,NY,High School,Married,46,Male,Employed,1,3255.813953,2,2,2,13,,0
5.86E+11,X,OTHER,3.625,210000,12,01/03/12,May-12,72,1,31,773,B12,0,0,0,pilot,TX,Bachelor's,Married,18,Male,Employed,2,6774.193548,14,14,2,13,,1
1.9E+11,X,Browning-Hart,4.25,186000,24,01/01/12,Mar-12,17,1,29,772,A23,0,0,0,Server,NJ,Bachelor's,Married,18,Male,Employed,0,6413.793103,8,7,3,14,,0
1.02E+11,Y,Edwards-Hoffman,4.49,161000,36,01/01/12,Mar-12,78,1,30,810,A23,0,0,0,Documentation Specialist ,NV,High School,Married,52,Male,Employed,1,5366.666667,0,1,1,7,0,0
4.02E+11,Y,Browning-Hart,4,128000,6,01/01/12,Mar-12,80,1,43,737,B12,0,0,0,Supervisor,MI,PhD,Single,34,Female,Employed,5,2976.744186,8,8,2,17,,1
4.61E+11,X,OTHER,2.875,165000,18,01/01/12,Mar-12,51,1,18,788,A23,0,0,0,Retail Engineer,GA,Bachelor's,Single,38,Male,Employed,1,9166.666667,20,16,6,14,18,1
1.19E+11,X,Browning-Hart,4,219000,36,01/02/12,Apr-12,80,1,40,702,C86,0,0,0,Room Service,CT,Bachelor's,Divorced,37,Female,Self-Employed,3,5475,18,15,5,14.8,,1
1.89E+11,X,"Miller, Mcclure and Allen",3.99,128000,30,01/02/12,Apr-12,75,2,41,747,B12,0,764,0,Mall accountant,NJ,PhD,Single,26,Female,Self-Employed,2,3121.95122,11,10,3,11.333333333333334,,1
9.37E+11,X,OTHER,3.875,50000,36,01/01/12,Feb-12,75,1,12,789,C86,0,0,0,Owner/Operator,MA,High School,Married,37,Male,Employed,0,4166.666667,9,7,4,12.75,,1
1.47E+11,X,OTHER,4.125,88000,18,01/01/12,Mar-12,80,2,21,806,C86,0,801,0,Program Supervisor,CA,Master's,Married,18,Female,Employed,0,4190.47619,13,9,6,13.833333333333334,11,0
8.19E+11,Z,Browning-Hart,3.875,241000,24,01/02/12,Apr-12,64,1,38,785,A23,0,0,0,Engineer,GA,Doctorate,Divorced,39,Other,Unemployed,3,6342.105263,23,18,7,10.857142857142858,,0
5.3E+11,X,OTHER,4.125,156000,12,01/01/12,Mar-12,77,2,24,789,B12,0,756,0,Instructional Coach,NY,Master's,Married,31,Male,Employed,2,6500,4,4,2,18,,1
6.59E+11,Z,Thornton-Davis,3.75,144000,12,01/03/12,May-12,59,1,37,813,A23,0,0,0,Human Resources,CA,Bachelor's,Married,35,Female,Employed,3,3891.891892,15,11,6,7.666666666666667,6,1
9.46E+11,Y,Browning-Hart,4.125,223000,30,01/01/12,Mar-12,95,1,34,763,C86,30,0,0,Eligibility Worker ,OH,PhD,Single,42,Female,Self-Employed,0,6558.823529,11,9,4,10.5,,1
8.52E+11,X,OTHER,3.875,390000,18,01/03/12,May-12,49,2,22,819,A23,0,817,0,Activity therapist ,IL,Master's,Divorced,46,Female,Employed,0,17727.27273,8,5,5,13,9,1
1.87E+11,Y,Sanchez-Robinson,3.375,40000,18,01/01/12,Mar-12,29,2,26,753,B12,0,756,0,Maintenance person,KS,PhD,Single,49,Male,Employed,0,1538.461538,7,5,4,13.75,,1
5.27E+11,X,"Miller, Mcclure and Allen",4.5,112000,18,01/01/12,Apr-12,71,1,29,717,B12,0,0,0,Director,OH,Bachelor's,Married,53,Female,Employed,0,3862.068966,4,4,2,14.5,10,1
4.35E+11,X,"Swanson, Newton and Miller",4.125,122000,6,01/01/12,Mar-12,62,2,39,726,A23,0,739,0,pilot,CA,Master's,Married,45,Male,Employed,0,3128.205128,19,14,7,13.428571428571429,10,1
7.86E+11,Y,"Martinez, Duffy and Bird",3.25,200000,6,01/01/12,Mar-12,65,2,40,749,B12,0,757,0,Product Developer,OH,High School,Divorced,67,Female,Self-Employed,2,5000,13,12,3,14.666666666666666,,1
4.07E+11,X,"Swanson, Newton and Miller",4.5,89000,12,01/02/12,Apr-12,70,1,25,680,A23,0,0,0,Development Executive,MO,High School,Married,46,Other,Self-Employed,4,3560,17,12,7,17,18,0
5.68E+11,Y,Nicholson Group,3.875,277000,24,01/01/12,Mar-12,76,1,27,724,A23,0,0,0,Banquet Server,TX,High School,Married,53,Male,Employed,1,10259.25926,4,4,2,10,,1
9.85E+11,Y,OTHER,3.75,144000,24,01/03/12,May-12,74,2,36,761,A23,0,791,0,community assit,OR,Master's,Married,26,Male,Employed,0,4000,5,5,2,12,,1
4.35E+11,X,OTHER,3.875,87000,12,01/02/12,Apr-12,77,1,40,778,B12,0,0,0,Administration ,FL,High School,Married,37,Female,Self-Employed,0,2175,4,4,2,6.5,,1
5.08E+11,Y,Browning-Hart,4.25,228000,36,01/02/12,Apr-12,55,2,30,793,A23,0,810,0,Truck driver,SC,Bachelor's,Married,57,Other,Unemployed,0,7600,20,15,7,9.571428571428571,,1
2.97E+11,X,OTHER,3.125,180000,30,01/02/12,Apr-12,58,2,37,806,B12,0,813,0,Director of Channel Sales & Marketing,CO,Bachelor's,Married,39,Male,Employed,4,4864.864865,10,5,7,12.285714285714286,17,1
8.93E+11,X,Browning-Hart,4.125,610000,24,01/01/12,Mar-12,70,2,39,809,A23,0,810,0,National Account Executive,CA,High School,Married,18,Male,Employed,0,15641.02564,20,15,7,14.714285714285714,,1
5.15E+11,Z,"Taylor, Hunt and Rodriguez",4.25,271000,6,01/01/12,Mar-12,69,2,41,775,A23,0,754,0,supervisor,MA,Master's,Married,54,Other,Unemployed,1,6609.756098,2,2,2,15.5,,0
7.77E+11,Z,OTHER,4,68000,18,01/02/12,Apr-12,80,1,22,740,C86,0,0,0,pilot,NY,PhD,Married,33,Female,Employed,0,3090.909091,17,11,8,10.125,5,1
1.67E+11,X,"Romero, Woods and Johnson",2.875,155000,6,01/02/12,Apr-12,19,2,20,802,A23,0,805,0,GM,CA,Bachelor's,Single,43,Female,Employed,3,7750,21,17,6,13.166666666666666,,1
1.5E+11,Y,Browning-Hart,3.625,156000,18,01/02/12,Apr-12,80,2,25,746,C86,0,755,0,Senior Managing Consultant,KS,High School,Married,24,Male,Employed,3,6240,16,14,4,15.25,,1
7.28E+11,Y,Edwards-Hoffman,4.125,73000,6,01/02/12,Apr-12,80,1,42,718,C86,0,0,0,Executive,TX,Bachelor's,Married,31,Female,Employed,0,1738.095238,24,18,7,14.285714285714286,,1
1.45E+11,Y,Browning-Hart,3.875,243000,24,01/01/12,Apr-12,62,2,14,784,A23,0,787,0,"Loan Processor, Sr.",NC,Bachelor's,Married,36,Male,Employed,1,17357.14286,1,1,2,17.5,18,1
3.69E+11,X,OTHER,2.875,377000,24,01/03/12,May-12,56,1,37,791,A23,0,0,0,Production Associate,NJ,High School,Married,41,Male,Employed,2,10189.18919,6,5,3,11.666666666666666,,1
5.74E+11,X,OTHER,4.625,220000,18,01/01/12,Mar-12,79,1,42,644,C86,0,0,0,Owner,NY,PhD,Divorced,36,Male,Employed,1,5238.095238,21,15,8,12,5,0
5.35E+11,X,OTHER,3.25,169000,36,01/03/12,May-12,80,2,31,764,B12,0,742,0,Financial Specialist,CA,Bachelor's,Married,41,Other,Unemployed,2,5451.612903,2,3,1,14,,1
9.25E+11,X,OTHER,3,117000,30,01/03/12,May-12,41,2,20,819,A23,0,820,0,Correctional pilot Lieutenant,MI,Master's,Single,51,Male,Employed,4,5850,7,7,2,8,,1
1.61E+11,Y,Edwards-Hoffman,4.25,280000,30,01/01/12,Mar-12,80,1,45,791,B12,0,0,0,Material Planner,GA,PhD,Single,30,Female,Self-Employed,4,6222.222222,19,14,7,13.428571428571429,,1
9.27E+11,X,OTHER,3.875,224000,36,01/01/12,Mar-12,61,2,32,798,A23,0,795,0,Closer ,OH,Master's,Married,34,Other,Self-Employed,0,7000,8,6,4,12.75,,0
8.76E+11,X,OTHER,3.875,179000,36,01/01/12,Mar-12,75,2,34,751,B12,0,749,0,Special Events Engineer ,FL,High School,Divorced,34,Male,Employed,3,5264.705882,10,7,5,12.8,8,1
6.95E+11,X,Anderson-Taylor,4.125,182000,18,01/01/12,Mar-12,80,1,45,761,A23,0,0,0,Attorney,AZ,Bachelor's,Married,35,Female,Self-Employed,0,4044.444444,16,16,2,12.5,,1
6.15E+11,X,OTHER,4.25,71000,6,01/01/12,Mar-12,95,1,22,783,C86,30,0,0,Supervisor,NY,Doctorate,Single,30,Female,Self-Employed,3,3227.272727,14,13,3,14.666666666666666,,1
8.53E+11,Y,Browning-Hart,4.25,115000,30,01/02/12,May-12,63,1,38,746,B12,0,0,0,Engineer,VA,Master's,Divorced,36,Female,Employed,3,3026.315789,9,9,2,10.5,,1
9.31E+11,Y,Browning-Hart,4,103000,6,01/02/12,Apr-12,65,1,40,760,A23,0,0,0,Bus Operator,NE,Master's,Married,36,Male,Employed,1,2575,18,10,10,13.5,,1
4.36E+11,Y,Browning-Hart,4,417000,12,01/02/12,Apr-12,92,2,22,772,C86,30,790,0,Aquatic Programmer II,WA,PhD,Married,47,Other,Self-Employed,4,18954.54545,14,9,7,12.142857142857142,10,1
3.58E+11,Y,OTHER,3.375,400000,6,01/01/12,Apr-12,63,2,42,787,B12,0,790,0,Business Banker,NY,High School,Single,57,Female,Employed,0,9523.809524,17,15,4,13.25,,1
5.5E+11,X,"Martinez, Duffy and Bird",3.906,200000,24,01/01/12,Mar-12,80,1,34,710,C86,0,0,0,Property Engineer,PA,Bachelor's,Single,27,Male,Employed,5,5882.352941,15,11,6,13.5,,0
9.89E+11,X,OTHER,4,96000,18,01/02/12,Apr-12,38,2,15,807,A23,0,807,0,Surgery Scheduler,MI,Doctorate,Married,43,Male,Employed,0,6400,8,7,3,9.666666666666666,,1
1.84E+11,Z,OTHER,3.875,208000,24,01/01/12,Mar-12,80,1,30,792,C86,0,0,0,Psychologist,NJ,PhD,Single,24,Female,Self-Employed,2,6933.333333,13,12,3,13,,0
4.72E+11,X,"Miller, Mcclure and Allen",4.5,78000,12,01/02/12,Apr-12,35,2,22,819,A23,0,790,0,Security pilot,CO,High School,Married,41,Male,Employed,2,3545.454545,20,19,3,16,,1
2.23E+11,X,OTHER,4,72000,36,01/02/12,Apr-12,53,1,23,789,A23,0,0,0,Power System Dispatcher,TX,PhD,Married,55,Male,Employed,2,3130.434783,18,13,7,16,,1
9.06E+11,Y,OTHER,4.875,57000,6,01/02/12,Apr-12,75,2,23,820,C86,0,820,0,Sr.Apllication support Analyst,CA,High School,Married,24,Male,Employed,0,2478.26087,19,14,7,9.142857142857142,5,1
3.5E+11,X,OTHER,4.25,179000,18,01/02/12,Apr-12,78,2,38,772,A23,0,772,0,LPN,TX,High School,Married,34,Male,Employed,0,4710.526316,24,17,8,14,,0
8.53E+11,X,OTHER,4.125,158000,24,01/03/12,May-12,72,2,34,765,A23,0,770,0,Hausekeeping,IN,Bachelor's,Divorced,33,Male,Employed,2,4647.058824,15,12,5,12.2,,0
4.38E+11,X,OTHER,3.875,46000,6,01/02/12,Apr-12,95,1,32,733,C86,30,0,0,Territory Customer Support Engineer,GA,Master's,Single,42,Male,Employed,0,1437.5,12,8,6,9.833333333333334,,1
5E+11,X,OTHER,4,94000,24,01/02/12,Apr-12,80,1,45,811,C86,0,0,0,Social worker,GA,Bachelor's,Single,41,Male,Employed,0,2088.888889,6,5,3,14.333333333333334,16,1
7.16E+11,Y,Browning-Hart,3.875,386000,12,01/02/12,Apr-12,46,1,30,782,B12,0,0,0,Technical Writer ,TX,Master's,Single,53,Other,Unemployed,1,12866.66667,13,12,3,9.666666666666666,,1
1.14E+11,X,OTHER,3.15,103000,36,01/01/12,Mar-12,58,2,14,813,B12,0,811,0,Receiving,CA,Doctorate,Divorced,41,Other,Self-Employed,3,7357.142857,5,6,1,9,,1
6.86E+11,X,"Cole, Brooks and Vincent",3.875,351000,12,01/02/12,May-12,80,2,25,715,A23,0,764,0,Healthcare IT recruiter,NY,Bachelor's,Divorced,43,Other,Unemployed,0,14040,12,12,2,17,,1
3.25E+11,Z,"Sanchez, Hays and Wilkerson",4,224000,36,01/01/12,Mar-12,80,2,36,802,A23,0,810,0,Client billing accounting ,CT,Bachelor's,Married,39,Male,Employed,0,6222.222222,10,8,4,13.5,,0
6.21E+11,X,"Swanson, Newton and Miller",4.125,405000,6,01/01/12,Mar-12,76,1,22,776,A23,0,0,0,Engineer-Clinical Quality,KS,High School,Married,44,Male,Employed,3,18409.09091,7,6,3,14.333333333333334,,0
3.38E+11,X,"Martinez, Duffy and Bird",3.33,288000,24,01/02/12,Apr-12,48,2,33,705,A23,0,691,0,Engineer,GA,High School,Divorced,40,Male,Employed,0,8727.272727,4,3,3,16.666666666666668,,1
3.61E+11,X,OTHER,3.875,171000,12,01/03/12,May-12,79,2,43,722,B12,0,723,0,pilot,CA,High School,Single,37,Male,Employed,4,3976.744186,22,18,6,10.333333333333334,,0
7.25E+11,Z,OTHER,4,293000,36,01/03/12,May-12,90,2,24,720,C86,25,784,0,Branch account Executive ,TX,Bachelor's,Married,44,Male,Employed,2,12208.33333,14,9,7,14.571428571428571,,0
3.82E+11,X,OTHER,3.125,200000,36,01/02/12,Apr-12,60,2,20,809,A23,0,805,0,Practice Lead,LA,Master's,Married,36,Male,Employed,3,10000,20,10,12,13.166666666666666,5,0
8.3E+11,X,"Swanson, Newton and Miller",4.5,92000,6,01/01/12,Mar-12,74,2,36,809,A23,0,771,0,Pipeline Operator,CO,Bachelor's,Married,65,Female,Employed,3,2555.555556,16,11,7,13.285714285714286,,1
1.72E+11,Z,OTHER,4.375,117000,24,01/01/12,Mar-12,80,1,33,791,C86,0,0,0,Senior Systems pilot,NC,High School,Single,35,Female,Employed,3,3545.454545,8,4,6,12.666666666666666,18,0
1.4E+11,X,"Swanson, Newton and Miller",3.5,365000,30,01/01/12,Mar-12,27,2,27,798,A23,0,803,0,Technican ,AR,Bachelor's,Divorced,54,Male,Employed,0,13518.51852,6,4,4,10.25,,1
8.03E+11,X,OTHER,3,130000,18,01/03/12,May-12,47,2,23,776,A23,0,703,0,Teacher,MN,High School,Single,52,Male,Employed,1,5652.173913,2,2,2,18,,0
7.42E+11,X,OTHER,5,120000,30,01/01/12,Mar-12,62,2,26,777,B12,0,769,0,Invoice ,OH,Bachelor's,Married,32,Female,Self-Employed,0,4615.384615,23,19,6,14.166666666666666,,1
9.32E+11,Y,Browning-Hart,5,73000,6,01/02/12,Apr-12,75,1,36,774,A23,0,0,0,pilot,FL,Bachelor's,Married,38,Other,Unemployed,4,2027.777778,5,5,2,13.5,,1
8.53E+11,X,"Swanson, Newton and Miller",4.25,578000,24,01/02/12,Apr-12,51,2,30,791,A23,0,794,0,Director of Safety,MA,Bachelor's,Married,18,Male,Employed,2,19266.66667,12,8,6,15,16,1
9.79E+11,Y,Browning-Hart,4.625,135000,12,01/02/12,Apr-12,75,2,43,716,C86,0,702,0,IT-Administrator,CA,Bachelor's,Married,18,Female,Self-Employed,5,3139.534884,11,6,7,11.428571428571429,16,0
3.1E+11,X,Browning-Hart,4.5,224000,30,01/02/12,Apr-12,80,1,40,690,C86,0,0,0,Software pilot,AZ,PhD,Single,46,Male,Employed,1,5600,14,11,5,14,,0
9.25E+11,X,OTHER,4.125,108000,12,01/01/12,Mar-12,80,1,31,738,B12,0,0,0,Carman,WI,Bachelor's,Divorced,42,Female,Self-Employed,0,3483.870968,13,10,5,11.4,,1
9.79E+11,Y,Browning-Hart,3.875,201000,12,01/02/12,Apr-12,80,2,28,797,C86,0,790,0,Equipment operator,MI,Master's,Divorced,52,Female,Employed,2,7178.571429,6,3,5,13.8,,0
8.6E+11,X,OTHER,4.125,121000,36,01/01/12,Mar-12,80,1,13,815,A23,0,0,0,Communications Assistant ,AZ,Bachelor's,Married,42,Male,Employed,1,9307.692308,24,14,11,15.454545454545455,20,1
6.26E+11,Y,Edwards-Hoffman,3.5,105000,24,01/01/12,Mar-12,75,1,41,779,A23,0,0,0,Sr.-Network Design pilot,TX,Bachelor's,Single,23,Female,Employed,3,2560.97561,6,7,1,20,,1
3.06E+11,X,Browning-Hart,4.25,120000,12,01/02/12,Apr-12,46,1,15,822,A23,0,0,0,District maintenance Engineer,IL,High School,Divorced,36,Male,Employed,3,8000,13,11,4,10.5,,1
7.63E+11,Y,"Swanson, Newton and Miller",3.875,337000,24,01/01/12,Mar-12,76,1,20,760,A23,0,0,0,High School Principal,NY,PhD,Divorced,31,Female,Employed,2,16850,19,11,10,13.8,9,0
5.02E+11,X,"Martinez, Duffy and Bird",4.33,78000,6,01/01/12,Mar-12,80,1,28,776,C86,0,0,0,General Engineer,PA,Master's,Single,48,Male,Employed,1,2785.714286,12,9,5,6.2,,0
1.45E+11,Y,Edwards-Hoffman,3.625,162000,12,01/01/12,Mar-12,89,2,35,674,A23,12,687,0,Account Engineer,MA,Bachelor's,Single,39,Other,Unemployed,4,4628.571429,19,10,11,12.545454545454545,15,1
3.96E+11,Z,"Turner, Baldwin and Rhodes",3.375,122000,36,01/02/12,Apr-12,75,1,41,770,A23,0,0,0,Sales Data Analyst,TX,High School,Married,53,Male,Employed,3,2975.609756,4,4,2,15.5,,0
9.73E+11,X,OTHER,3.1,164000,18,01/03/12,May-12,62,2,19,758,B12,0,767,0,CNA,FL,Master's,Married,55,Female,Employed,2,8631.578947,2,1,3,10.333333333333334,,0
7.53E+11,Y,Browning-Hart,4,214000,24,01/02/12,Apr-12,58,1,32,799,A23,0,0,0,QC,NJ,High School,Divorced,47,Male,Employed,3,6687.5,12,11,3,16.333333333333332,,1
9.03E+11,X,Edwards-Hoffman,4.002,131000,6,01/01/12,Mar-12,71,2,10,778,C86,0,813,0,GS 12 Step 07,IL,PhD,Married,28,Female,Employed,1,13100,0,2,0,0,0,1
9.57E+11,Z,Richards-Walters,3.5,41000,18,01/03/12,May-12,80,1,13,788,C86,0,0,0,President/CEO,WA,Bachelor's,Single,58,Female,Employed,1,3153.846154,19,12,9,13,,0
4.5E+11,X,OTHER,3,198000,24,01/02/12,Apr-12,60,1,25,737,A23,0,0,0,Translator,OR,PhD,Married,56,Other,Self-Employed,1,7920,20,16,6,14.5,,0
7.05E+11,X,OTHER,3.25,187000,12,01/02/12,Apr-12,75,2,35,793,A23,0,706,0,Operations Engineer,NY,Bachelor's,Single,36,Female,Employed,0,5342.857143,2,3,1,5,,1
7.84E+11,Y,Browning-Hart,3.875,368000,6,01/01/12,Mar-12,80,2,25,777,C86,0,777,0,Registered Nurse,KS,Bachelor's,Married,55,Female,Self-Employed,0,14720,5,6,1,7,7,1
7.15E+11,Z,"Miller, Mcclure and Allen",2.875,304000,18,01/03/12,May-12,74,1,20,772,A23,0,0,0,Engineer,TX,Bachelor's,Divorced,36,Female,Self-Employed,0,15200,6,4,4,11,,1
2.83E+11,Y,"Swanson, Newton and Miller",4.25,118000,12,01/01/12,Mar-12,80,1,46,758,C86,0,0,0,Engineer,NJ,Bachelor's,Married,35,Other,Unemployed,3,2565.217391,15,9,8,10,13,0
9.55E+11,Y,Browning-Hart,5.25,66000,36,01/01/12,Mar-12,90,1,26,800,C86,25,0,0,Senior Equity Specialist,OK,Bachelor's,Married,23,Male,Employed,3,2538.461538,8,10,0,0,,1
4.34E+11,X,OTHER,3.875,241000,36,01/01/12,Mar-12,65,2,27,798,A23,0,791,0,Civil pilot Tech,TX,High School,Married,18,Female,Self-Employed,1,8925.925926,18,17,3,13,,0
2.19E+11,Z,"Miller, Mcclure and Allen",2.99,417000,6,01/02/12,Apr-12,25,2,22,815,A23,0,819,0,Part time,NY,High School,Married,47,Other,Self-Employed,5,18954.54545,7,3,6,9.333333333333334,13,1
6.8E+11,Z,OTHER,2.875,231000,12,01/02/12,Apr-12,72,2,31,813,A23,0,802,0,Administrative Assistant,WI,Master's,Divorced,26,Female,Self-Employed,4,7451.612903,14,9,7,9.285714285714286,6,0
5.74E+11,Y,Browning-Hart,3.375,104000,24,01/02/12,Apr-12,80,1,13,756,C86,0,0,0,Director of Business Development,AR,Bachelor's,Single,29,Male,Employed,2,8000,11,4,9,12.555555555555555,,0
